,ticket,order,time,time_msc,type,entry,magic,position_id,reason,volume,price,commission,swap,profit,fee,symbol,comment,external_id,balance
383,384,383,1767611220,1767611220000,0,1,0,196,5.0,0.01,156.83100000000002,-0.2,0.0,24.0,0.0,USDJPY,TP hit,0,1078.0299999999997
384,385,384,1767611220,1767611220000,1,0,25012026,197,5.0,0.01,156.83,0.0,0.0,0.0,0.0,USDJPY,,0,1078.0299999999997
385,386,385,1767611340,1767611340000,0,1,0,159,5.0,0.01,0.79564,-0.2,0.0,-2.32,0.0,USDCHF,SL hit,0,1075.7099999999998
386,387,386,1767611340,1767611340000,1,0,25012026,198,5.0,0.01,0.79562,0.0,0.0,0.0,0.0,USDCHF,,0,1075.7099999999998
387,388,387,1767611400,1767611400000,0,1,0,197,5.0,0.01,156.804,-0.2,0.0,26.0,0.0,USDJPY,TP hit,0,1101.7099999999998
388,389,388,1767611400,1767611400000,1,0,25012026,199,5.0,0.01,156.804,0.0,0.0,0.0,0.0,USDJPY,,0,1101.7099999999998
389,390,389,1767611460,1767611460000,0,1,0,199,5.0,0.01,156.822,-0.2,0.0,-18.0,0.0,USDJPY,SL hit,0,1083.7099999999998
390,391,390,1767611460,1767611460000,1,0,25012026,200,5.0,0.01,156.821,0.0,0.0,0.0,0.0,USDJPY,,0,1083.7099999999998
391,392,391,1767611520,1767611520000,0,1,0,200,5.0,0.01,156.845,-0.2,0.0,-24.0,0.0,USDJPY,SL hit,0,1059.7099999999998
392,393,392,1767611520,1767611520000,1,0,25012026,201,5.0,0.01,156.845,0.0,0.0,0.0,0.0,USDJPY,,0,1059.7099999999998
393,394,393,1767611580,1767611580000,0,1,0,201,5.0,0.01,156.865,-0.2,0.0,-20.0,0.0,USDJPY,SL hit,0,1039.7099999999998
394,395,394,1767611580,1767611580000,1,0,25012026,202,5.0,0.01,156.865,0.0,0.0,0.0,0.0,USDJPY,,0,1039.7099999999998
395,396,395,1767611640,1767611640000,0,1,0,202,5.0,0.01,156.848,-0.2,0.0,17.0,0.0,USDJPY,TP hit,0,1056.7099999999998
396,397,396,1767611640,1767611640000,1,0,25012026,203,5.0,0.01,156.848,0.0,0.0,0.0,0.0,USDJPY,,0,1056.7099999999998
397,398,397,1767611700,1767611700000,0,1,0,203,5.0,0.01,156.855,-0.2,0.0,-7.0,0.0,USDJPY,SL hit,0,1049.7099999999998
398,399,398,1767611700,1767611700000,1,0,25012026,204,5.0,0.01,156.855,0.0,0.0,0.0,0.0,USDJPY,,0,1049.7099999999998
399,400,399,1767611760,1767611760000,0,1,0,204,5.0,0.01,156.853,-0.2,0.0,2.0,0.0,USDJPY,TP hit,0,1051.7099999999998
400,401,400,1767611760,1767611760000,1,0,25012026,205,5.0,0.01,156.853,0.0,0.0,0.0,0.0,USDJPY,,0,1051.7099999999998
401,402,401,1767611820,1767611820000,0,1,0,205,5.0,0.01,156.844,-0.2,0.0,9.0,0.0,USDJPY,TP hit,0,1060.7099999999998
402,403,402,1767611820,1767611820000,1,0,25012026,206,5.0,0.01,156.844,0.0,0.0,0.0,0.0,USDJPY,,0,1060.7099999999998
403,404,403,1767612000,1767612000000,0,1,0,206,5.0,0.01,156.828,-0.2,0.0,16.0,0.0,USDJPY,TP hit,0,1076.7099999999998
404,405,404,1767612000,1767612000000,1,0,25012026,207,5.0,0.01,156.828,0.0,0.0,0.0,0.0,USDJPY,,0,1076.7099999999998
405,406,405,1767612060,1767612060000,0,1,0,207,5.0,0.01,156.805,-0.2,0.0,23.0,0.0,USDJPY,TP hit,0,1099.7099999999998
406,407,406,1767612060,1767612060000,1,0,25012026,208,5.0,0.01,156.805,0.0,0.0,0.0,0.0,USDJPY,,0,1099.7099999999998
407,408,407,1767612120,1767612120000,0,1,0,208,5.0,0.01,156.831,-0.2,0.0,-26.0,0.0,USDJPY,SL hit,0,1073.7099999999998
408,409,408,1767612120,1767612120000,1,0,25012026,209,5.0,0.01,156.831,0.0,0.0,0.0,0.0,USDJPY,,0,1073.7099999999998
409,410,409,1767612180,1767612180000,0,1,0,209,5.0,0.01,156.807,-0.2,0.0,24.0,0.0,USDJPY,TP hit,0,1097.7099999999998
410,411,410,1767612180,1767612180000,1,0,25012026,210,5.0,0.01,156.807,0.0,0.0,0.0,0.0,USDJPY,,0,1097.7099999999998
411,412,411,1767612240,1767612240000,0,1,0,210,5.0,0.01,156.801,-0.2,0.0,6.0,0.0,USDJPY,TP hit,0,1103.7099999999998
412,413,412,1767612240,1767612240000,1,0,25012026,211,5.0,0.01,156.801,0.0,0.0,0.0,0.0,USDJPY,,0,1103.7099999999998
413,414,413,1767612300,1767612300000,0,1,0,211,5.0,0.01,156.796,-0.2,0.0,5.0,0.0,USDJPY,TP hit,0,1108.7099999999998
414,415,414,1767612300,1767612300000,1,0,25012026,212,5.0,0.01,156.795,0.0,0.0,0.0,0.0,USDJPY,,0,1108.7099999999998
415,416,415,1767612360,1767612360000,0,1,0,212,5.0,0.01,156.818,-0.2,0.0,-23.0,0.0,USDJPY,SL hit,0,1085.7099999999998
416,417,416,1767612360,1767612360000,1,0,25012026,213,5.0,0.01,156.818,0.0,0.0,0.0,0.0,USDJPY,,0,1085.7099999999998
417,418,417,1767612420,1767612420000,0,1,0,213,5.0,0.01,156.814,-0.2,0.0,4.0,0.0,USDJPY,TP hit,0,1089.7099999999998
418,419,418,1767612420,1767612420000,1,0,25012026,214,5.0,0.01,156.814,0.0,0.0,0.0,0.0,USDJPY,,0,1089.7099999999998
419,420,419,1767612480,1767612480000,0,1,0,214,5.0,0.01,156.81,-0.2,0.0,4.0,0.0,USDJPY,TP hit,0,1093.7099999999998
420,421,420,1767612480,1767612480000,1,0,25012026,215,5.0,0.01,156.81,0.0,0.0,0.0,0.0,USDJPY,,0,1093.7099999999998
421,422,421,1767612540,1767612540000,0,1,0,215,5.0,0.01,156.833,-0.2,0.0,-23.0,0.0,USDJPY,SL hit,0,1070.7099999999998
422,423,422,1767612540,1767612540000,1,0,25012026,216,5.0,0.01,156.833,0.0,0.0,0.0,0.0,USDJPY,,0,1070.7099999999998
423,424,423,1767612600,1767612600000,0,1,0,216,5.0,0.01,156.838,-0.2,0.0,-5.0,0.0,USDJPY,SL hit,0,1065.7099999999998
424,425,424,1767612660,1767612660000,1,0,25012026,217,5.0,0.01,156.838,0.0,0.0,0.0,0.0,USDJPY,,0,1065.7099999999998
425,426,425,1767612720,1767612720000,0,1,0,217,5.0,0.01,156.851,-0.2,0.0,-13.0,0.0,USDJPY,SL hit,0,1052.7099999999998
426,427,426,1767612720,1767612720000,1,0,25012026,218,5.0,0.01,156.851,0.0,0.0,0.0,0.0,USDJPY,,0,1052.7099999999998
427,428,427,1767612780,1767612780000,0,1,0,218,5.0,0.01,156.849,-0.2,0.0,2.0,0.0,USDJPY,TP hit,0,1054.7099999999998
428,429,428,1767612780,1767612780000,1,0,25012026,219,5.0,0.01,156.849,0.0,0.0,0.0,0.0,USDJPY,,0,1054.7099999999998
429,430,429,1767612840,1767612840000,0,1,0,219,5.0,0.01,156.856,-0.2,0.0,-7.0,0.0,USDJPY,SL hit,0,1047.7099999999998
430,431,430,1767612840,1767612840000,1,0,25012026,220,5.0,0.01,156.855,0.0,0.0,0.0,0.0,USDJPY,,0,1047.7099999999998
431,432,431,1767612900,1767612900000,0,1,0,220,5.0,0.01,156.889,-0.2,0.0,-34.0,0.0,USDJPY,SL hit,0,1013.7099999999998
432,433,432,1767612900,1767612900000,1,0,25012026,221,5.0,0.01,156.888,0.0,0.0,0.0,0.0,USDJPY,,0,1013.7099999999998
433,434,433,1767612960,1767612960000,0,1,0,221,5.0,0.01,156.893,-0.2,0.0,-5.0,0.0,USDJPY,SL hit,0,1008.7099999999998
434,435,434,1767612960,1767612960000,1,0,25012026,222,5.0,0.01,156.892,0.0,0.0,0.0,0.0,USDJPY,,0,1008.7099999999998
435,436,435,1767613020,1767613020000,0,1,0,222,5.0,0.01,156.866,-0.2,0.0,26.0,0.0,USDJPY,TP hit,0,1034.7099999999998
436,437,436,1767613020,1767613020000,1,0,25012026,223,5.0,0.01,156.866,0.0,0.0,0.0,0.0,USDJPY,,0,1034.7099999999998
437,438,437,1767613080,1767613080000,0,1,0,223,5.0,0.01,156.876,-0.2,0.0,-10.0,0.0,USDJPY,SL hit,0,1024.7099999999998
438,439,438,1767613080,1767613080000,1,0,25012026,224,5.0,0.01,156.876,0.0,0.0,0.0,0.0,USDJPY,,0,1024.7099999999998
439,440,439,1767613140,1767613140000,0,1,0,224,5.0,0.01,156.893,-0.2,0.0,-17.0,0.0,USDJPY,SL hit,0,1007.7099999999998
440,441,440,1767613140,1767613140000,1,0,25012026,225,5.0,0.01,156.893,0.0,0.0,0.0,0.0,USDJPY,,0,1007.7099999999998
441,442,441,1767613200,1767613200000,0,1,0,225,5.0,0.01,156.902,-0.2,0.0,-9.0,0.0,USDJPY,SL hit,0,998.7099999999998
442,443,442,1767613200,1767613200000,1,0,25012026,226,5.0,0.01,156.902,0.0,0.0,0.0,0.0,USDJPY,,0,998.7099999999998
443,444,443,1767613260,1767613260000,0,1,0,226,5.0,0.01,156.914,-0.2,0.0,-12.0,0.0,USDJPY,SL hit,0,986.7099999999998
444,445,444,1767613260,1767613260000,1,0,25012026,227,5.0,0.01,156.914,0.0,0.0,0.0,0.0,USDJPY,,0,986.7099999999998
445,446,445,1767613320,1767613320000,0,1,0,227,5.0,0.01,156.939,-0.2,0.0,-25.0,0.0,USDJPY,SL hit,0,961.7099999999998
446,447,446,1767613320,1767613320000,1,0,25012026,228,5.0,0.01,156.939,0.0,0.0,0.0,0.0,USDJPY,,0,961.7099999999998
447,448,447,1767613380,1767613380000,0,1,0,228,5.0,0.01,156.951,-0.2,0.0,-12.0,0.0,USDJPY,SL hit,0,949.7099999999998
448,449,448,1767613380,1767613380000,1,0,25012026,229,5.0,0.01,156.951,0.0,0.0,0.0,0.0,USDJPY,,0,949.7099999999998
449,450,449,1767613500,1767613500000,0,1,0,229,5.0,0.01,156.963,-0.2,0.0,-12.0,0.0,USDJPY,SL hit,0,937.7099999999998
450,451,450,1767613500,1767613500000,1,0,25012026,230,5.0,0.01,156.963,0.0,0.0,0.0,0.0,USDJPY,,0,937.7099999999998
451,452,451,1767613560,1767613560000,0,1,0,230,5.0,0.01,156.998,-0.2,0.0,-35.0,0.0,USDJPY,SL hit,0,902.7099999999998
452,453,452,1767613560,1767613560000,1,0,25012026,231,5.0,0.01,156.998,0.0,0.0,0.0,0.0,USDJPY,,0,902.7099999999998
453,454,453,1767613620,1767613620000,0,1,0,231,5.0,0.01,156.985,-0.2,0.0,13.0,0.0,USDJPY,TP hit,0,915.7099999999998
454,455,454,1767613620,1767613620000,1,0,25012026,232,5.0,0.01,156.985,0.0,0.0,0.0,0.0,USDJPY,,0,915.7099999999998
455,456,455,1767613680,1767613680000,0,1,0,232,5.0,0.01,156.965,-0.2,0.0,20.0,0.0,USDJPY,TP hit,0,935.7099999999998
456,457,456,1767613680,1767613680000,1,0,25012026,233,5.0,0.01,156.965,0.0,0.0,0.0,0.0,USDJPY,,0,935.7099999999998
457,458,457,1767613740,1767613740000,0,1,0,233,5.0,0.01,156.981,-0.2,0.0,-16.0,0.0,USDJPY,SL hit,0,919.7099999999998
458,459,458,1767613740,1767613740000,1,0,25012026,234,5.0,0.01,156.981,0.0,0.0,0.0,0.0,USDJPY,,0,919.7099999999998
459,460,459,1767613800,1767613800000,0,1,0,234,5.0,0.01,156.967,-0.2,0.0,14.0,0.0,USDJPY,TP hit,0,933.7099999999998
460,461,460,1767613800,1767613800000,1,0,25012026,235,5.0,0.01,156.967,0.0,0.0,0.0,0.0,USDJPY,,0,933.7099999999998
461,462,461,1767613860,1767613860000,0,1,0,235,5.0,0.01,156.987,-0.2,0.0,-20.0,0.0,USDJPY,SL hit,0,913.7099999999998
462,463,462,1767613860,1767613860000,1,0,25012026,236,5.0,0.01,156.987,0.0,0.0,0.0,0.0,USDJPY,,0,913.7099999999998
463,464,463,1767613920,1767613920000,0,1,0,236,5.0,0.01,156.961,-0.2,0.0,26.0,0.0,USDJPY,TP hit,0,939.7099999999998
464,465,464,1767613920,1767613920000,1,0,25012026,237,5.0,0.01,156.961,0.0,0.0,0.0,0.0,USDJPY,,0,939.7099999999998
465,466,465,1767613980,1767613980000,0,1,0,237,5.0,0.01,156.951,-0.2,0.0,10.0,0.0,USDJPY,TP hit,0,949.7099999999998
466,467,466,1767613980,1767613980000,1,0,25012026,238,5.0,0.01,156.951,0.0,0.0,0.0,0.0,USDJPY,,0,949.7099999999998
467,468,467,1767614040,1767614040000,0,1,0,238,5.0,0.01,156.946,-0.2,0.0,5.0,0.0,USDJPY,TP hit,0,954.7099999999998
468,469,468,1767614040,1767614040000,1,0,25012026,239,5.0,0.01,156.946,0.0,0.0,0.0,0.0,USDJPY,,0,954.7099999999998
469,470,469,1767614100,1767614100000,0,1,0,239,5.0,0.01,156.961,-0.2,0.0,-15.0,0.0,USDJPY,SL hit,0,939.7099999999998
470,471,470,1767614100,1767614100000,1,0,25012026,240,5.0,0.01,156.961,0.0,0.0,0.0,0.0,USDJPY,,0,939.7099999999998
471,472,471,1767614160,1767614160000,0,1,0,240,5.0,0.01,156.946,-0.2,0.0,15.0,0.0,USDJPY,TP hit,0,954.7099999999998
472,473,472,1767614160,1767614160000,1,0,25012026,241,5.0,0.01,156.946,0.0,0.0,0.0,0.0,USDJPY,,0,954.7099999999998
473,474,473,1767614220,1767614220000,0,1,0,179,5.0,0.01,1.34416,-0.2,0.0,-2.34,0.0,GBPUSD,SL hit,0,952.3699999999998
474,475,474,1767614220,1767614220000,1,0,25012026,242,5.0,0.01,1.34415,0.0,0.0,0.0,0.0,GBPUSD,,0,952.3699999999998
475,476,475,1767614280,1767614280000,0,1,0,241,5.0,0.01,156.925,-0.2,0.0,21.0,0.0,USDJPY,TP hit,0,973.3699999999998
476,477,476,1767614280,1767614280000,1,0,25012026,243,5.0,0.01,156.925,0.0,0.0,0.0,0.0,USDJPY,,0,973.3699999999998
477,478,477,1767614400,1767614400000,0,1,0,243,5.0,0.01,156.927,-0.2,0.0,-2.0,0.0,USDJPY,SL hit,0,971.3699999999998
478,479,478,1767614880,1767614880000,1,1,0,157,5.0,0.01,1.34473,-0.2,0.0,1.56,0.0,GBPUSD,TP hit,0,972.9299999999997
479,480,479,1767617100,1767617100000,1,1,0,190,5.0,0.01,156.673,-0.2,0.0,-325.0,0.0,USDJPY,SL hit,0,647.9299999999997
480,481,480,1767617280,1767617280000,0,1,0,242,5.0,0.01,1.34619,-0.2,0.0,-2.04,0.0,GBPUSD,SL hit,0,645.8899999999998
481,482,481,1767617940,1767617940000,0,1,0,198,5.0,0.01,0.79454,-0.2,0.0,1.08,0.0,USDCHF,TP hit,0,646.9699999999998
482,483,482,1767618000,1767618000000,1,0,25012026,244,5.0,0.01,1.34622,0.0,0.0,0.0,0.0,GBPUSD,,0,646.9699999999998
483,484,483,1767618000,1767618000000,0,0,25012026,245,5.0,0.01,156.589,0.0,0.0,0.0,0.0,USDJPY,,0,646.9699999999998
484,485,484,1767619380,1767619380000,1,1,0,187,5.0,0.01,0.6688,-0.2,0.0,1.48,0.0,AUDUSD,TP hit,0,648.4499999999998
485,486,485,1767625200,1767625200000,0,0,25012026,246,5.0,0.01,0.6678,0.0,0.0,0.0,0.0,AUDUSD,,0,648.4499999999998
486,487,486,1767625260,1767625260000,1,1,0,158,5.0,0.01,1.16693,-0.2,0.0,-2.11,0.0,EURUSD,SL hit,0,646.3399999999998
487,488,487,1767625620,1767625620000,1,1,0,245,5.0,0.01,156.81,-0.2,0.0,221.0,0.0,USDJPY,TP hit,0,867.3399999999998
488,489,488,1767625620,1767625620000,0,1,0,184,5.0,0.01,1.37897,-0.2,0.0,-2.38,0.0,USDCAD,SL hit,0,864.9599999999998
489,490,489,1767625980,1767625980000,0,1,0,244,5.0,0.01,1.34423,-0.2,0.0,1.99,0.0,GBPUSD,TP hit,0,866.9499999999998
490,491,490,1767627540,1767627540000,0,1,0,178,5.0,0.01,1.16595,-0.2,0.0,1.45,0.0,EURUSD,TP hit,0,868.3999999999999
491,492,491,1767630600,1767630600000,1,1,0,246,5.0,0.01,0.6689,-0.2,0.0,1.1,0.0,AUDUSD,TP hit,0,869.4999999999999
492,493,492,1767632400,1767632400000,0,1,0,189,5.0,0.01,0.66925,-0.2,0.0,-2.31,0.0,AUDUSD,SL hit,0,867.1899999999999
493,494,493,1767632400,1767632400000,1,0,25012026,247,5.0,0.01,1.34745,0.0,0.0,0.0,0.0,GBPUSD,,0,867.1899999999999
494,495,494,1767632400,1767632400000,1,0,25012026,248,5.0,0.01,0.66925,0.0,0.0,0.0,0.0,AUDUSD,,0,867.1899999999999
495,496,495,1767634200,1767634200000,1,0,25012026,249,5.0,0.01,1.16949,0.0,0.0,0.0,0.0,EURUSD,,0,867.1899999999999
496,497,496,1767636000,1767636000000,0,0,25012026,250,5.0,0.01,156.563,0.0,0.0,0.0,0.0,USDJPY,,0,867.1899999999999
497,498,497,1767636000,1767636000000,0,0,25012026,251,5.0,0.01,0.79337,0.0,0.0,0.0,0.0,USDCHF,,0,867.1899999999999
498,499,498,1767636060,1767636060000,0,0,25012026,252,5.0,0.01,1.17052,0.0,0.0,0.0,0.0,EURUSD,,0,867.1899999999999
499,500,499,1767636060,1767636060000,0,0,25012026,253,5.0,0.01,1.35059,0.0,0.0,0.0,0.0,GBPUSD,,0,867.1899999999999
500,501,500,1767636060,1767636060000,0,0,25012026,254,5.0,0.01,0.67093,0.0,0.0,0.0,0.0,AUDUSD,,0,867.1899999999999
501,502,501,1767636060,1767636060000,0,0,25012026,255,5.0,0.01,1.37481,0.0,0.0,0.0,0.0,USDCAD,,0,867.1899999999999
502,503,502,1767637440,1767637440000,0,1,0,248,5.0,0.01,0.67146,-0.2,0.0,-2.21,0.0,AUDUSD,SL hit,0,864.9799999999999
503,504,503,1767637800,1767637800000,1,0,25012026,256,5.0,0.01,0.67138,0.0,0.0,0.0,0.0,AUDUSD,,0,864.9799999999999
504,505,504,1767638100,1767638100000,0,1,0,247,5.0,0.01,1.35188,-0.2,0.0,-4.43,0.0,GBPUSD,SL hit,0,860.55
505,506,505,1767639000,1767639000000,1,1,0,253,5.0,0.01,1.35229,-0.2,0.0,1.7,0.0,GBPUSD,TP hit,0,862.25
506,507,506,1767639000,1767639000000,0,0,25012026,257,5.0,0.01,1.3523,0.0,0.0,0.0,0.0,GBPUSD,,0,862.25
507,508,507,1767639600,1767639600000,1,0,25012026,258,5.0,0.01,1.35257,0.0,0.0,0.0,0.0,GBPUSD,,0,862.25
508,509,508,1767642660,1767642660000,1,1,0,255,4.0,0.01,1.37645,-0.2,0.0,1.64,0.0,USDCAD,TP hit,0,863.89
509,510,509,1767642660,1767642660000,0,0,25012026,259,5.0,0.01,1.37646,0.0,0.0,0.0,0.0,USDCAD,,0,863.89
510,511,510,1767644340,1767644340000,1,1,0,257,5.0,0.01,1.35388,-0.2,0.0,1.58,0.0,GBPUSD,TP hit,0,865.47
511,512,511,1767644340,1767644340000,0,0,25012026,260,5.0,0.01,1.35389,0.0,0.0,0.0,0.0,GBPUSD,,0,865.47
512,513,512,1767645360,1767645360000,1,1,0,252,5.0,0.01,1.17218,-0.2,0.0,1.66,0.0,EURUSD,TP hit,0,867.13
513,514,513,1767645360,1767645360000,0,0,25012026,261,5.0,0.01,1.17218,0.0,0.0,0.0,0.0,EURUSD,,0,867.13
514,515,514,1767645420,1767645420000,0,1,0,249,5.0,0.01,1.17225,-0.2,0.0,-2.76,0.0,EURUSD,SL hit,0,864.37
515,516,515,1767646800,1767646800000,1,1,0,250,5.0,0.01,156.132,-0.2,0.0,-431.0,0.0,USDJPY,SL hit,0,433.37
516,517,516,1767646860,1767646860000,1,1,25012026,251,5.0,0.01,0.79153,-0.2,0.0,-1.88,0.0,USDCHF,Margin stopout,0,431.53000000000003
517,518,517,1767646860,1767646860000,1,1,25012026,254,5.0,0.01,0.67145,-0.2,0.0,0.52,0.0,AUDUSD,Margin stopout,0,432.05
518,519,518,1767646860,1767646860000,0,1,25012026,256,5.0,0.01,0.67145,-0.2,0.0,-0.07,0.0,AUDUSD,Margin stopout,0,431.98
519,520,519,1767646860,1767646860000,0,1,25012026,258,5.0,0.01,1.3539999999999999,-0.2,0.0,-1.51,0.0,GBPUSD,Margin stopout,0,430.55
520,521,520,1767646860,1767646860000,1,1,25012026,259,5.0,0.01,1.37598,-0.2,0.0,-0.52,0.0,USDCAD,Margin stopout,0,430.07
521,522,521,1767646860,1767646860000,1,1,25012026,260,5.0,0.01,1.35398,-0.2,0.0,0.18,0.0,GBPUSD,Margin stopout,0,430.15999999999997
522,523,522,1767646860,1767646860000,1,1,25012026,261,5.0,0.01,1.17253,-0.2,0.0,0.47,0.0,EURUSD,Margin stopout,0,430.51
